"Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations"
2020-09-06,Peninsula,Female,2043,87
2020-09-06,Lenowisco,"Not Reported",6,0
2020-09-06,Crater,"Not Reported",60,2
2020-09-06,Chickahominy,"Not Reported",6,0
2020-09-06,Portsmouth,Male,1019,88
2020-09-06,"New River",Female,979,12
2020-09-06,Rappahannock,Female,2457,168
2020-09-06,"Central Virginia",Female,1330,38
2020-09-06,Roanoke,"Not Reported",13,0
2020-09-06,"West Piedmont",Female,990,112
2020-09-06,"Mount Rogers",Female,1218,71
2020-09-06,Piedmont,Male,1183,76
2020-09-06,Chesterfield,Female,2848,147
2020-09-06,Fairfax,Male,9252,1204
2020-09-06,Crater,Male,1848,117
2020-09-06,"Central Virginia","Not Reported",23,0
2020-09-06,"Prince William",Female,6866,454
2020-09-06,"Virginia Beach",Female,3390,170
2020-09-06,Norfolk,Female,2341,156
2020-09-06,"Three Rivers",Female,557,48
2020-09-06,Arlington,Male,1831,268
2020-09-06,"Central Shenandoah",Female,2086,123
2020-09-06,Southside,Female,538,33
2020-09-07,Southside,"Not Reported",4,0
2020-09-07,Chesapeake,Female,2175,179
2020-09-07,Richmond,Female,2062,191
2020-09-07,Roanoke,Male,596,23
2020-09-07,Fairfax,"Not Reported",140,2
2020-09-07,"Thomas Jefferson",Female,1413,88
2020-09-07,Chesapeake,"Not Reported",5,0
2020-09-07,"Cumberland Plateau",Male,269,25
2020-09-07,"Eastern Shore",Female,736,69
2020-09-07,"Lord Fairfax","Not Reported",13,0
2020-09-07,Rappahannock,"Not Reported",6,0
2020-09-07,"Central Shenandoah","Not Reported",7,0
2020-09-07,Peninsula,Male,1904,94
2020-09-07,Norfolk,Male,2168,152
2020-09-07,Alexandria,Female,1826,138
2020-09-07,Lenowisco,Male,390,36
2020-09-07,Pittsylvania-Danville,Female,839,63
2020-09-07,"New River","Not Reported",16,0
2020-09-07,Chesterfield,"Not Reported",132,0
2020-09-07,Loudoun,Male,3047,220
2020-09-07,"Rappahannock Rapidan",Female,1215,66
2020-09-07,Piedmont,Female,572,51
2020-09-07,Richmond,Male,2043,196
2020-09-07,Crater,Female,1457,135
2020-09-07,Portsmouth,Female,1264,106
2020-09-07,Arlington,"Not Reported",6,1
2020-09-07,"Mount Rogers","Not Reported",14,0
2020-09-07,"Thomas Jefferson","Not Reported",4,0
2020-09-07,"Three Rivers","Not Reported",22,0
2020-09-07,Hampton,Male,726,37
2020-09-07,Alleghany,Male,594,38
2020-09-07,Roanoke,Female,696,29
2020-09-07,Loudoun,"Not Reported",48,0
2020-09-07,Fairfax,Female,9830,904
2020-09-07,"Western Tidewater",Male,1379,92
2020-09-07,Peninsula,"Not Reported",16,0
2020-09-07,"New River",Male,941,26
2020-09-07,"Central Shenandoah",Male,1808,121
2020-09-07,Southside,Male,600,40
2020-09-07,Chesterfield,Male,2709,164
2020-09-07,Arlington,Female,1799,207
2020-09-07,Rappahannock,Male,2188,196
2020-09-07,"Central Virginia",Male,1202,47
2020-09-07,Alleghany,"Not Reported",7,0
2020-09-07,Henrico,Male,2257,197
2020-09-07,"Thomas Jefferson",Male,1258,84
2020-09-07,"Lord Fairfax",Male,1357,134
2020-09-07,"Three Rivers",Male,786,46
2020-09-07,Richmond,"Not Reported",48,2
2020-09-07,Pittsylvania-Danville,Male,691,45
2020-09-07,Portsmouth,"Not Reported",3,0
2020-09-07,Norfolk,"Not Reported",2,0
2020-09-07,Chesapeake,Male,1766,167
2020-09-07,Chickahominy,Female,759,72
2020-09-07,"Prince William",Male,6670,597
2020-09-07,"Eastern Shore","Not Reported",9,0
2020-09-07,"Eastern Shore",Male,712,67
2020-09-07,"Rappahannock Rapidan",Male,1140,94
2020-09-07,Henrico,"Not Reported",30,0
2020-09-07,"Cumberland Plateau",Female,309,24
2020-09-07,"West Piedmont",Male,750,93
2020-09-07,Hampton,"Not Reported",5,0
2020-09-07,Alexandria,"Not Reported",10,0
2020-09-07,"Western Tidewater","Not Reported",2,0
2020-09-07,"Cumberland Plateau","Not Reported",0,0
2020-09-07,"Virginia Beach",Male,2818,158
2020-09-07,Alleghany,Female,680,27
2020-09-07,Lenowisco,Female,394,33
2020-09-07,"Virginia Beach","Not Reported",16,0
2020-09-07,"Western Tidewater",Female,1686,75
2020-09-07,"Mount Rogers",Male,995,123
2020-09-07,"Lord Fairfax",Female,1502,120
2020-09-07,Piedmont,"Not Reported",4,0
2020-09-07,Alexandria,Male,1675,164
2020-09-07,Pittsylvania-Danville,"Not Reported",8,0
2020-09-07,"West Piedmont","Not Reported",7,0
2020-09-07,Loudoun,Female,3128,175
2020-09-07,Hampton,Female,898,20
2020-09-07,Henrico,Female,2519,193
2020-09-07,"Prince William","Not Reported",115,2
2020-09-07,Chickahominy,Male,567,72
2020-09-07,"Rappahannock Rapidan","Not Reported",15,0
2020-09-07,Peninsula,Female,2053,89
2020-09-07,Lenowisco,"Not Reported",6,0
2020-09-07,Crater,"Not Reported",60,2
2020-09-07,Chickahominy,"Not Reported",6,0
2020-09-07,Portsmouth,Male,1019,88
2020-09-07,"New River",Female,992,12
2020-09-07,Rappahannock,Female,2464,168
2020-09-07,"Central Virginia",Female,1342,39
2020-09-07,Roanoke,"Not Reported",13,0
2020-09-07,"West Piedmont",Female,996,112
2020-09-07,"Mount Rogers",Female,1257,73
2020-09-07,Piedmont,Male,1186,76
2020-09-07,Chesterfield,Female,2849,147
2020-09-07,Fairfax,Male,9276,1205
2020-09-07,Crater,Male,1851,117
2020-09-07,"Central Virginia","Not Reported",24,0
2020-09-07,"Prince William",Female,6887,454
2020-09-07,"Virginia Beach",Female,3392,170
2020-09-07,Norfolk,Female,2363,156
2020-09-07,"Three Rivers",Female,557,48
2020-09-07,Arlington,Male,1835,268
2020-09-07,"Central Shenandoah",Female,2126,124
2020-09-07,Southside,Female,538,34
2020-09-08,Southside,"Not Reported",4,0
2020-09-08,Chesapeake,Female,2187,180
2020-09-08,Richmond,Female,2074,191
2020-09-08,Roanoke,Male,596,23
2020-09-08,Fairfax,"Not Reported",142,2
2020-09-08,"Thomas Jefferson",Female,1414,89
2020-09-08,Chesapeake,"Not Reported",5,0
2020-09-08,"Cumberland Plateau",Male,272,25
2020-09-08,"Eastern Shore",Female,737,69
2020-09-08,"Lord Fairfax","Not Reported",14,0
2020-09-08,Rappahannock,"Not Reported",5,0
2020-09-08,"Central Shenandoah","Not Reported",8,0
2020-09-08,Peninsula,Male,1919,94
2020-09-08,Norfolk,Male,2164,153
2020-09-08,Alexandria,Female,1832,138
2020-09-08,Lenowisco,Male,392,37
2020-09-08,Pittsylvania-Danville,Female,851,63
2020-09-08,"New River","Not Reported",16,0
2020-09-08,Chesterfield,"Not Reported",130,0
2020-09-08,Loudoun,Male,3069,220
2020-09-08,"Rappahannock Rapidan",Female,1220,66
2020-09-08,Piedmont,Female,577,51
2020-09-08,Richmond,Male,2054,197
2020-09-08,Crater,Female,1468,135
2020-09-08,Portsmouth,Female,1277,106
2020-09-08,Arlington,"Not Reported",6,1
2020-09-08,"Mount Rogers","Not Reported",13,0
2020-09-08,"Thomas Jefferson","Not Reported",4,0
2020-09-08,"Three Rivers","Not Reported",22,0
2020-09-08,Hampton,Male,727,37
2020-09-08,Alleghany,Male,597,39
2020-09-08,Roanoke,Female,697,29
2020-09-08,Loudoun,"Not Reported",48,0
2020-09-08,Fairfax,Female,9864,905
2020-09-08,"Western Tidewater",Male,1390,92
2020-09-08,Peninsula,"Not Reported",16,0
2020-09-08,"New River",Male,952,26
2020-09-08,"Central Shenandoah",Male,1891,122
2020-09-08,Southside,Male,609,40
2020-09-08,Chesterfield,Male,2724,165
2020-09-08,Arlington,Female,1806,209
2020-09-08,Rappahannock,Male,2201,198
2020-09-08,"Central Virginia",Male,1203,48
2020-09-08,Alleghany,"Not Reported",7,0
2020-09-08,Henrico,Male,2278,197
2020-09-08,"Thomas Jefferson",Male,1270,85
2020-09-08,"Lord Fairfax",Male,1361,134
2020-09-08,"Three Rivers",Male,790,46
2020-09-08,Richmond,"Not Reported",48,2
2020-09-08,Pittsylvania-Danville,Male,696,45
2020-09-08,Portsmouth,"Not Reported",3,0
2020-09-08,Norfolk,"Not Reported",2,0
2020-09-08,Chesapeake,Male,1770,168
2020-09-08,Chickahominy,Female,765,72
2020-09-08,"Prince William",Male,6699,598
2020-09-08,"Eastern Shore","Not Reported",9,0
2020-09-08,"Eastern Shore",Male,712,67
2020-09-08,"Rappahannock Rapidan",Male,1147,94
2020-09-08,Henrico,"Not Reported",30,0
2020-09-08,"Cumberland Plateau",Female,315,24
2020-09-08,"West Piedmont",Male,750,93
2020-09-08,Hampton,"Not Reported",19,0
2020-09-08,Alexandria,"Not Reported",10,0
2020-09-08,"Western Tidewater","Not Reported",2,0
2020-09-08,"Cumberland Plateau","Not Reported",0,0
2020-09-08,"Virginia Beach",Male,2818,158
2020-09-08,Alleghany,Female,679,27
2020-09-08,Lenowisco,Female,396,33
2020-09-08,"Virginia Beach","Not Reported",16,0
2020-09-08,"Western Tidewater",Female,1697,76
2020-09-08,"Mount Rogers",Male,1007,125
2020-09-08,"Lord Fairfax",Female,1508,120
2020-09-08,Piedmont,"Not Reported",4,0
2020-09-08,Alexandria,Male,1685,164
2020-09-08,Pittsylvania-Danville,"Not Reported",8,0
2020-09-08,"West Piedmont","Not Reported",7,0
2020-09-08,Loudoun,Female,3146,176
2020-09-08,Hampton,Female,905,20
2020-09-08,Henrico,Female,2536,193
2020-09-08,"Prince William","Not Reported",114,2
2020-09-08,Chickahominy,Male,578,74
2020-09-08,"Rappahannock Rapidan","Not Reported",14,0
2020-09-08,Peninsula,Female,2061,89
2020-09-08,Lenowisco,"Not Reported",6,0
2020-09-08,Crater,"Not Reported",60,2
2020-09-08,Chickahominy,"Not Reported",6,0
2020-09-08,Portsmouth,Male,1029,89
2020-09-08,"New River",Female,1014,12
2020-09-08,Rappahannock,Female,2477,168
2020-09-08,"Central Virginia",Female,1342,40
2020-09-08,Roanoke,"Not Reported",13,0
2020-09-08,"West Piedmont",Female,1000,113
2020-09-08,"Mount Rogers",Female,1272,73
2020-09-08,Piedmont,Male,1197,76
2020-09-08,Chesterfield,Female,2881,148
2020-09-08,Fairfax,Male,9320,1207
2020-09-08,Crater,Male,1855,117
2020-09-08,"Central Virginia","Not Reported",26,0
2020-09-08,"Prince William",Female,6909,454
2020-09-08,"Virginia Beach",Female,3393,170
2020-09-08,Norfolk,Female,2371,157
2020-09-08,"Three Rivers",Female,563,48
2020-09-08,Arlington,Male,1844,268
2020-09-08,"Central Shenandoah",Female,2222,124
2020-09-08,Southside,Female,548,34
2020-09-09,Southside,"Not Reported",4,0
2020-09-09,Chesapeake,Female,2195,181
2020-09-09,Richmond,Female,2083,192
2020-09-09,Roanoke,Male,599,24
2020-09-09,Fairfax,"Not Reported",142,2
2020-09-09,"Thomas Jefferson",Female,1424,89
2020-09-09,Chesapeake,"Not Reported",5,0
2020-09-09,"Cumberland Plateau",Male,275,25
2020-09-09,"Eastern Shore",Female,738,70
2020-09-09,"Lord Fairfax","Not Reported",14,0
2020-09-09,Rappahannock,"Not Reported",7,0
2020-09-09,"Central Shenandoah","Not Reported",11,0
2020-09-09,Peninsula,Male,1924,94
2020-09-09,Norfolk,Male,2170,154
2020-09-09,Alexandria,Female,1844,138
2020-09-09,Lenowisco,Male,395,37
2020-09-09,Pittsylvania-Danville,Female,855,63
2020-09-09,"New River","Not Reported",16,0
2020-09-09,Chesterfield,"Not Reported",129,0
2020-09-09,Loudoun,Male,3077,222
2020-09-09,"Rappahannock Rapidan",Female,1228,68
2020-09-09,Piedmont,Female,582,51
2020-09-09,Richmond,Male,2067,199
2020-09-09,Crater,Female,1477,136
2020-09-09,Portsmouth,Female,1281,118
2020-09-09,Arlington,"Not Reported",5,0
2020-09-09,"Mount Rogers","Not Reported",13,0
2020-09-09,"Thomas Jefferson","Not Reported",4,0
2020-09-09,"Three Rivers","Not Reported",22,0
2020-09-09,Hampton,Male,731,37
2020-09-09,Alleghany,Male,600,39
2020-09-09,Roanoke,Female,700,29
2020-09-09,Loudoun,"Not Reported",48,0
2020-09-09,Fairfax,Female,9885,909
2020-09-09,"Western Tidewater",Male,1401,92
2020-09-09,Peninsula,"Not Reported",16,0
2020-09-09,"New River",Male,987,27
2020-09-09,"Central Shenandoah",Male,1922,122
2020-09-09,Southside,Male,618,40
2020-09-09,Chesterfield,Male,2746,167
2020-09-09,Arlington,Female,1818,211
2020-09-09,Rappahannock,Male,2220,198
2020-09-09,"Central Virginia",Male,1221,49
2020-09-09,Alleghany,"Not Reported",7,0
2020-09-09,Henrico,Male,2289,199
2020-09-09,"Thomas Jefferson",Male,1287,85
2020-09-09,"Lord Fairfax",Male,1362,136
2020-09-09,"Three Rivers",Male,795,47
2020-09-09,Richmond,"Not Reported",48,2
2020-09-09,Pittsylvania-Danville,Male,704,46
2020-09-09,Portsmouth,"Not Reported",3,0
2020-09-09,Norfolk,"Not Reported",2,0
2020-09-09,Chesapeake,Male,1782,168
2020-09-09,Chickahominy,Female,767,72
2020-09-09,"Prince William",Male,6726,598
2020-09-09,"Eastern Shore","Not Reported",9,0
2020-09-09,"Eastern Shore",Male,712,67
2020-09-09,"Rappahannock Rapidan",Male,1156,94
2020-09-09,Henrico,"Not Reported",31,0
2020-09-09,"Cumberland Plateau",Female,318,24
2020-09-09,"West Piedmont",Male,753,94
2020-09-09,Hampton,"Not Reported",19,0
2020-09-09,Alexandria,"Not Reported",10,0
2020-09-09,"Western Tidewater","Not Reported",2,0
2020-09-09,"Cumberland Plateau","Not Reported",0,0
2020-09-09,"Virginia Beach",Male,2856,160
2020-09-09,Alleghany,Female,683,27
2020-09-09,Lenowisco,Female,397,33
2020-09-09,"Virginia Beach","Not Reported",17,0
2020-09-09,"Western Tidewater",Female,1708,76
2020-09-09,"Mount Rogers",Male,1011,125
2020-09-09,"Lord Fairfax",Female,1509,121
2020-09-09,Piedmont,"Not Reported",4,0
2020-09-09,Alexandria,Male,1692,164
2020-09-09,Pittsylvania-Danville,"Not Reported",8,0
2020-09-09,"West Piedmont","Not Reported",7,0
2020-09-09,Loudoun,Female,3148,177
2020-09-09,Hampton,Female,911,20
2020-09-09,Henrico,Female,2552,193
2020-09-09,"Prince William","Not Reported",120,2
2020-09-09,Chickahominy,Male,590,74
2020-09-09,"Rappahannock Rapidan","Not Reported",14,0
2020-09-09,Peninsula,Female,2066,89
2020-09-09,Lenowisco,"Not Reported",6,0
2020-09-09,Crater,"Not Reported",61,2
2020-09-09,Chickahominy,"Not Reported",6,0
2020-09-09,Portsmouth,Male,1040,99
2020-09-09,"New River",Female,1055,12
2020-09-09,Rappahannock,Female,2506,170
2020-09-09,"Central Virginia",Female,1359,40
2020-09-09,Roanoke,"Not Reported",13,0
2020-09-09,"West Piedmont",Female,1007,115
2020-09-09,"Mount Rogers",Female,1280,74
2020-09-09,Piedmont,Male,1200,76
2020-09-09,Chesterfield,Female,2902,152
2020-09-09,Fairfax,Male,9342,1209
2020-09-09,Crater,Male,1903,118
2020-09-09,"Central Virginia","Not Reported",26,0
2020-09-09,"Prince William",Female,6947,457
2020-09-09,"Virginia Beach",Female,3432,175
2020-09-09,Norfolk,Female,2373,158
2020-09-09,"Three Rivers",Female,567,48
2020-09-09,Arlington,Male,1856,269
2020-09-09,"Central Shenandoah",Female,2272,124
2020-09-09,Southside,Female,562,34
2020-09-10,Southside,"Not Reported",5,0
2020-09-10,Chesapeake,Female,2209,183
2020-09-10,Richmond,Female,2094,192
2020-09-10,Roanoke,Male,604,25
2020-09-10,Fairfax,"Not Reported",142,2
2020-09-10,"Thomas Jefferson",Female,1436,89
2020-09-10,Chesapeake,"Not Reported",5,0
2020-09-10,"Cumberland Plateau",Male,281,25
2020-09-10,"Eastern Shore",Female,739,70
2020-09-10,"Lord Fairfax","Not Reported",14,0
2020-09-10,Rappahannock,"Not Reported",6,0
2020-09-10,"Central Shenandoah","Not Reported",12,0
2020-09-10,Peninsula,Male,1945,94
2020-09-10,Norfolk,Male,2184,156
2020-09-10,Alexandria,Female,1852,139
2020-09-10,Lenowisco,Male,400,37
2020-09-10,Pittsylvania-Danville,Female,872,63
2020-09-10,"New River","Not Reported",16,0
2020-09-10,Chesterfield,"Not Reported",129,0
2020-09-10,Loudoun,Male,3106,224
2020-09-10,"Rappahannock Rapidan",Female,1232,68
2020-09-10,Piedmont,Female,591,52
2020-09-10,Richmond,Male,2078,200
2020-09-10,Crater,Female,1491,138
2020-09-10,Portsmouth,Female,1286,128
2020-09-10,Arlington,"Not Reported",5,0
2020-09-10,"Mount Rogers","Not Reported",13,0
2020-09-10,"Thomas Jefferson","Not Reported",4,0
2020-09-10,"Three Rivers","Not Reported",24,0
2020-09-10,Hampton,Male,745,37
2020-09-10,Alleghany,Male,616,40
2020-09-10,Roanoke,Female,712,29
2020-09-10,Loudoun,"Not Reported",54,0
2020-09-10,Fairfax,Female,9941,911
2020-09-10,"Western Tidewater",Male,1422,92
2020-09-10,Peninsula,"Not Reported",17,0
2020-09-10,"New River",Male,1028,29
2020-09-10,"Central Shenandoah",Male,1957,122
2020-09-10,Southside,Male,622,40
2020-09-10,Chesterfield,Male,2778,168
2020-09-10,Arlington,Female,1823,211
2020-09-10,Rappahannock,Male,2237,198
2020-09-10,"Central Virginia",Male,1229,50
2020-09-10,Alleghany,"Not Reported",7,0
2020-09-10,Henrico,Male,2310,199
2020-09-10,"Thomas Jefferson",Male,1303,86
2020-09-10,"Lord Fairfax",Male,1368,136
2020-09-10,"Three Rivers",Male,805,47
2020-09-10,Richmond,"Not Reported",48,2
2020-09-10,Pittsylvania-Danville,Male,710,46
2020-09-10,Portsmouth,"Not Reported",4,0
2020-09-10,Norfolk,"Not Reported",2,0
2020-09-10,Chesapeake,Male,1793,169
2020-09-10,Chickahominy,Female,785,72
2020-09-10,"Prince William",Male,6765,600
2020-09-10,"Eastern Shore","Not Reported",9,0
2020-09-10,"Eastern Shore",Male,712,67
2020-09-10,"Rappahannock Rapidan",Male,1162,95
2020-09-10,Henrico,"Not Reported",34,0
2020-09-10,"Cumberland Plateau",Female,325,24
2020-09-10,"West Piedmont",Male,764,99
2020-09-10,Hampton,"Not Reported",17,0
2020-09-10,Alexandria,"Not Reported",10,0
2020-09-10,"Western Tidewater","Not Reported",3,0
2020-09-10,"Cumberland Plateau","Not Reported",0,0
2020-09-10,"Virginia Beach",Male,2872,160
2020-09-10,Alleghany,Female,689,27
2020-09-10,Lenowisco,Female,404,33
2020-09-10,"Virginia Beach","Not Reported",17,0
2020-09-10,"Western Tidewater",Female,1726,76
2020-09-10,"Mount Rogers",Male,1016,125
2020-09-10,"Lord Fairfax",Female,1512,120
2020-09-10,Piedmont,"Not Reported",4,0
2020-09-10,Alexandria,Male,1696,164
2020-09-10,Pittsylvania-Danville,"Not Reported",8,0
2020-09-10,"West Piedmont","Not Reported",7,0
2020-09-10,Loudoun,Female,3167,178
2020-09-10,Hampton,Female,925,20
2020-09-10,Henrico,Female,2581,196
2020-09-10,"Prince William","Not Reported",123,2
2020-09-10,Chickahominy,Male,692,75
2020-09-10,"Rappahannock Rapidan","Not Reported",14,0
2020-09-10,Peninsula,Female,2079,89
2020-09-10,Lenowisco,"Not Reported",6,0
2020-09-10,Crater,"Not Reported",37,2
2020-09-10,Chickahominy,"Not Reported",18,0
2020-09-10,Portsmouth,Male,1047,108
2020-09-10,"New River",Female,1103,14
2020-09-10,Rappahannock,Female,2535,172
2020-09-10,"Central Virginia",Female,1378,41
2020-09-10,Roanoke,"Not Reported",13,0
2020-09-10,"West Piedmont",Female,1022,121
2020-09-10,"Mount Rogers",Female,1296,75
2020-09-10,Piedmont,Male,1204,76
2020-09-10,Chesterfield,Female,2927,153
2020-09-10,Fairfax,Male,9391,1210
2020-09-10,Crater,Male,1944,119
2020-09-10,"Central Virginia","Not Reported",26,0
2020-09-10,"Prince William",Female,6981,459
2020-09-10,"Virginia Beach",Female,3456,175
2020-09-10,Norfolk,Female,2391,163
2020-09-10,"Three Rivers",Female,575,49
2020-09-10,Arlington,Male,1859,270
2020-09-10,"Central Shenandoah",Female,2323,125
2020-09-10,Southside,Female,569,34
2020-09-11,Southside,"Not Reported",5,0
2020-09-11,Chesapeake,Female,2217,186
2020-09-11,Richmond,Female,2112,192
2020-09-11,Roanoke,Male,615,26
2020-09-11,Fairfax,"Not Reported",142,2
2020-09-11,"Thomas Jefferson",Female,1462,89
2020-09-11,Chesapeake,"Not Reported",5,0
2020-09-11,"Cumberland Plateau",Male,286,25
2020-09-11,"Eastern Shore",Female,739,70
2020-09-11,"Lord Fairfax","Not Reported",14,0
2020-09-11,Rappahannock,"Not Reported",5,0
2020-09-11,"Central Shenandoah","Not Reported",15,0
2020-09-11,Peninsula,Male,1945,94
2020-09-11,Norfolk,Male,2202,160
2020-09-11,Alexandria,Female,1862,139
2020-09-11,Lenowisco,Male,405,37
2020-09-11,Pittsylvania-Danville,Female,881,66
2020-09-11,"New River","Not Reported",16,0
2020-09-11,Chesterfield,"Not Reported",128,0
2020-09-11,Loudoun,Male,3129,228
2020-09-11,"Rappahannock Rapidan",Female,1244,68
2020-09-11,Piedmont,Female,604,52
2020-09-11,Richmond,Male,2097,201
2020-09-11,Crater,Female,1495,138
2020-09-11,Portsmouth,Female,1291,137
2020-09-11,Arlington,"Not Reported",5,0
2020-09-11,"Mount Rogers","Not Reported",12,0
2020-09-11,"Thomas Jefferson","Not Reported",4,0
2020-09-11,"Three Rivers","Not Reported",24,0
2020-09-11,Hampton,Male,746,37
2020-09-11,Alleghany,Male,625,40
2020-09-11,Roanoke,Female,731,29
2020-09-11,Loudoun,"Not Reported",53,0
2020-09-11,Fairfax,Female,9986,912
2020-09-11,"Western Tidewater",Male,1433,92
2020-09-11,Peninsula,"Not Reported",16,0
2020-09-11,"New River",Male,1068,29
2020-09-11,"Central Shenandoah",Male,1993,123
2020-09-11,Southside,Male,631,41
2020-09-11,Chesterfield,Male,2802,171
2020-09-11,Arlington,Female,1830,211
2020-09-11,Rappahannock,Male,2254,199
2020-09-11,"Central Virginia",Male,1254,51
2020-09-11,Alleghany,"Not Reported",7,0
2020-09-11,Henrico,Male,2326,200
2020-09-11,"Thomas Jefferson",Male,1330,87
2020-09-11,"Lord Fairfax",Male,1373,136
2020-09-11,"Three Rivers",Male,819,47
2020-09-11,Richmond,"Not Reported",50,2
2020-09-11,Pittsylvania-Danville,Male,718,47
2020-09-11,Portsmouth,"Not Reported",4,0
2020-09-11,Norfolk,"Not Reported",2,0
2020-09-11,Chesapeake,Male,1804,171
2020-09-11,Chickahominy,Female,800,73
2020-09-11,"Prince William",Male,6824,600
2020-09-11,"Eastern Shore","Not Reported",9,0
2020-09-11,"Eastern Shore",Male,714,67
2020-09-11,"Rappahannock Rapidan",Male,1171,97
2020-09-11,Henrico,"Not Reported",34,0
2020-09-11,"Cumberland Plateau",Female,330,24
2020-09-11,"West Piedmont",Male,776,101
2020-09-11,Hampton,"Not Reported",17,0
2020-09-11,Alexandria,"Not Reported",10,0
2020-09-11,"Western Tidewater","Not Reported",3,0
2020-09-11,"Cumberland Plateau","Not Reported",1,0
2020-09-11,"Virginia Beach",Male,2882,161
2020-09-11,Alleghany,Female,699,27
2020-09-11,Lenowisco,Female,410,33
2020-09-11,"Virginia Beach","Not Reported",17,0
